review_id,text,original_stars,prompt3_predicted_stars,prompt3_explanation
52CzJDb4EakSjEQOUys77Q,"The sales people here are very knowledgable and helpful. They are also very friendly and great with reccomendations.

I know it is a comic store but I only went there for DnD books/suppliments and ocassional Anime.

I am pretty sure their Anime is bootleged, but due to how cheap it is and the fact that you usually can't find it anywhere else I don't care. They often come in complete sets for like 30 bucks which is great for a whole series. I have had problems watching them on PS2/Xbox sometimes but due to the price I keep coming back. 

Now then if it weren't for this next part they would have a 4 star.

They no longer sell DnD books, or Dice sets which breaks my heart. They always had the best selection when it came to dice and I haven't been able to find another place that carries more than 5-6 at a time.

Out of all the Atomic Comics I have been to I like this one the most, the people there are always fun and inviting I can't stress that enough.",3,-1,BATCH FAILED: Incomplete predictions
lqTl1i4uq09N2SajtR6nOQ,"Once again, THE TROUGH SLURPERS offer far too many stars to this mundane eatery, proving again that they are truly CANAILLE of the first order.:
Slow indifferent service
Mediocre food
The kind of wine that patrons of kokopelli swill with delight, calling it ambrosia when it's actually dishwater.
But..as with Kokopelli, it keeps the shit eaters out of the better restaurants! So, I say to you canaille..flock, flock there with your disruptive screaming children and your leathery palates.",1,-1,BATCH FAILED: Incomplete predictions
DiXdI0QMSl-gFubWu2BGCw,"We were excited when we found that we could add George and Sons to our delivery list.  The food is good, not great, but it was a great option on lazy nights.  Tonight when the food was delivered it seemed like the price was a bit high.  There wasn't an itemized receipt attached to the credit card slip so I said to the delivery guy this seems high.  He gave no explanation so I tipped as usual.  Well turns out that there is a $4 delivery charge so this guy made a pretty big tip for driving down the street. I have no problem with delivery charges because there are some crappy tippers out there; I just hate having extra charges slipped onto my bill with no explanation. This will probably be the last time we order.",2,-1,BATCH FAILED: Incomplete predictions
SqxwrURoVC6fbodSIIw3BQ,"Love this place !

Food is spicy and always cooked just right.  Menu changes every so often and have nightly specials too.  Service is great.  No matter what night you go it is busy.

it is a great little find.",5,-1,BATCH FAILED: Incomplete predictions
BUYweJ7ca-HZRv95Ged5iw,"I attended a UYE (Unofficial Yelp Event) here and I have to say that Haus Murphy's pretty much wowed all 20 or so of us!

It has taken me over a week to get to the review.  I was still reflecting on the German meatloaf, red cabbage and Weihenstephaner Hefeweizen.

How do you say, ""Damn that was good!"" in German?  I have new found respect for German cuisine thanks to Chef Hoffman (not sure about the spelling there).

The fubar of Yelpers (I am pretty sure that is the correct term for a large gathering of Yelpers) dined on the patio which is a great space.  Service was very good throughout the meal.

There was quite a bit of sharing going on and although I don't remember everything I tried, it was all really good.

It was great to see so many friends and meet some new Yelpers like Norm!",5,-1,BATCH FAILED: Incomplete predictions
NsS1BXKprxXiiRcfe0tBmw,"Like Red Robin, Carraba's is my go-to Italian joint that I know I wont be disappointed in.  

I love their bread and the yummy oil/herbs that go with it.  I do ask for butter as well, but they always seem to bring out this frozen ball of butter.  I don't get that.

The best dish they have is their Pollo Rosa Maria.  It consists of two chicken breasts, stuff with fontina cheese and covered with a huge helping of sauteed mushrooms.  Make sure to get it with fettuccine alfredo.  It's a must!... if you don't like pasta, I dont know what to tel ya.  The combo of the two is a match made in heaven.

They have great salads and their own special house dressing.  Heads up on your ranch lovers.  they do not have ranch dressing.

As for their deserts, Im not much of a fan until they have their quarterly creme brulet.

Good food!",4,-1,BATCH FAILED: Incomplete predictions
H9DS1n3CFbaScptBseCuBA,"The green chili  pulled pork omelet  was delightfully good.  The coffee was great, and so is the decor.  The cream chipped beef and biscuits are also pretty fantastic.",4,-1,BATCH FAILED: Incomplete predictions
dz1HrU8KNaPb4BfCDO3BLg,"This is one of the only places in Phoenix that carries legitimate book binding supplies like book cloth and all sorts of decorative binding papers (unlike the decorative kind for scrapbooking). I love that I can order online, and then they will call me when my order is ready and I can just head on down to Tempe to pick my stuff up.

While I haven't taken any of their classes, they look pretty awesome. I have had experiences with old letter press techniques, and this place offers classes in it. I think I'm going to have to sign up!",4,4,"The review expresses a positive experience with the availability of unique supplies and the potential for classes, indicating a very good experience with minor flaws."
RaWAU0yBTffXrOzPRAEnWg,"Their beef gyro's are delicious!  Great portions for what you pay.  And their falafel is really good too.  Not a great portion it seems for an order of hummus, we got like one piece of pita.  Just didn't seem to be much there.  We always do carryout, and either the bartender is really nice and funny, or just werent very friendly.",3,3,"The review highlights delicious food but notes some issues with portion sizes and inconsistent service, making it an acceptable but unremarkable experience."
ZRlXng9pn0I3s0MizBF_tg,"One of my fav sushi places in the Valley.  Great place to take someone who has never tried sushi or still is unsure of what they like.  Great place to take someone who loves sushi but is indecisive.  Some of my favorites include the spicy shrimp/crab roll, Phoenix roll, and their squid salad.  Plus - you can't beat the Vegas roll - $1.50 for 3 pieces? It's a steal!  Definitely one of the more fun sushi places in the Valley!",5,5,"The review conveys strong enthusiasm for the sushi place, praising the variety and value, indicating an exceptional experience that exceeded expectations."
NTyaLCYWUdBRmj0zm6MMgA,"So great to see the occasional NY style pizzeria pop up amid all these chi-town ""pizza"" impersonators... Sorry, but if you think pizza is cut in squares, or it's crust should taste like a stale saltine cracker, perhaps this isn't for you.

A great street style joint with friendly staff and always a great selection ready to go, and conveniently located right next to AMC 24. Bring a messenger bag or purse and get some Vincents to go, and avoid the concession stand. Just sayin...",4,4,"The review appreciates the pizzeria's authenticity and friendly staff, suggesting a very good experience with minor flaws."
hToXrZeYpH9xUvflGywJaA,"I don't know what Bar Smith is trying to be. I feel like instead of just saying okay we are going to be a X music club on Saturday night they decided to try and appease too many people. 90s R&B and Hip hop on the first floor Techno Electronica on the roof top bar. 

oooooKAY.

I visited the during the 4th Annual Pub crawl at 11:30 at night the place was still pretty empty. 

Drinks-Meh
Crowd-Meh, I am still trying to find the young professional males in this area.
Layout- I like it
Bouncers-Really big and Super nice but then again I smiled a lot and didn't give them a hard time about my ID. 

The last 2 is what gives it the A-Okay and not a full out Meh. I could see throwing a party there, people love dancing outside and on rooftops. This has both and the first floor DJ was decent, all things considered. 

I will give this place another chance. 

Maybe it can redeem itself up to 4 stars.",3,2,"The review expresses confusion and disappointment with the venue's identity and experience, indicating below expectations with some problems."
0lAz-mLMpE9wb-SLK4f0sw,"I am not a fan of this place. I like to try to stay positive though so here is my attempt a the proverbial ""positive sandwich""

Top Bun: The location is fantastic. I really like where it is, its a cute little place that is very easy to find.

The Meat of the Matter: The food here is odd. I am very open to trying new things and experiencing different cultures. As I have mentioned in other reviews, I love all types of food from all over the world. I didn't care for this place. I ordered an appetizer that was wrapped in a banana leaf and i honestly thought I was eating an ashtray. It wasn't good. The pad thai that I sampled was very lifeless. I had a friend get a big bowl of soup that looked good but i didn't try it. 

Lettuce, onions pickles, tomato: The service was not good. I sat at the bar the first time I went here and we got ignored for the most part. The bartender (who i believe doesn't work there anymore, luckily) sniffed at me when I asked for clarification on something. There ar",1,1,"The review is overwhelmingly negative, detailing poor food quality and service, indicating multiple critical failures."
JlYyxi5NDlX911vCt5iojw,"I LOVE love LOVE Coffee Bean.  I have been in love with Coffee Bean for years.  I am so bummed out that they are not all over the place like the ""S"" coffee store.  

One of my favie drinks are the Pure Cholocate Ice Blended with whip cream and Green Tea Latte.  The service is always friendly, perky, and fully of sunshine.",5,5,"The review shows strong affection for the coffee shop, highlighting consistent friendly service and favorite drinks, indicating an exceptional experience."
3-lKMNbXFrfLf82zfbXJLA,The noodles are delicious here. I had the vegetarian spicy noodle. It doesn't come with anything but noodles and the sauce. It would be great if they could add some veggies in there though. So you chose the type of noodle you want and then the flavor. The prices are super cheap and the service is fast. The portions are huge and I could have eaten the whole plate if I didn't stop myself. I am curious to know if they use MSG because it was that hard to stop eating.,3,4,"The review expresses enjoyment of the food and service, with only a minor suggestion for improvement (adding veggies). This aligns with a 4-star rating as it indicates a very good experience with some"
pWn9Fof6PFZWIAdxEFNudA,"Long wait for food, waitresses that don't know what they're doing, grumpy hosts, and crappy food that keeps us off the lake for 2 hours is not somewhere I plan on going ever again.",1,1,"The review highlights multiple critical failures including long wait times, poor service, and bad food, which clearly fits the 1-star rating."
lS8yhfnUiR_kiaW_ZPoY3w,"Amazing sushi. Fast, clean, fresh. Friendly staff. Favorites are Arizona, Beauty, Alaska, and Spicy Ninja, although everything here is some of the best around hands down!",5,5,"The review is highly positive, praising the sushi, cleanliness, and friendly staff, indicating an exceptional experience that exceeds expectations, warranting a 5-star rating."
A1F5KxzbzTwLKsocnPPQWA,"Part 2 of the business trip.  Dinner with the sales team.

We always have fun when out on the road and this was no exception. 

The need for sushi is somtimes primal.  This was one of those nights.  

Starting off with happy hour prices that were awesome we easily knocked down three bottles of Sake while deciding what treats to order.

We ordered a tableful of great sushi- alot of variety and had a great time.  The one disappointment was that the sushi just didn't have enough spice.  Not nearly enough heat.  The staff was excellent and very helpful.  

I would recommend Ra.  The atmosphere alone- great music and fun staff is a good reason to go.",4,4,"The review describes a fun experience with great food and excellent staff, though it notes a minor disappointment regarding spice levels. This suggests a very good experience overall, fitting a 4-star"
IkB8WQbZH5G8Jsk2UCjchg,"The 4 stars is in comparison to other Chipotle's I've been to, especially in this area.

I have to admit, when they were building this plaza, my friends and I tried to guess every day what it was going to be. We had it narrowed down to a Chipotle or a sushi joint (both would kill me for sure) and I cannot believe we were actually right. 

I am pretty pleased with this place. Both times I've stopped by it's been clean and pretty speedy service. Every time I come in, I am surprised by all the extra room around to the side and out on the patio and it makes me happy.

I'm sure anyone reading this has been to Chipotle, but if not, or if you're feeling like trying something new.. my signature dish for the past few years has been carnitas bowl with black beans, corn, fajita, lettuce and a little bit of the dairy stuff. Wash it down with a Nantucket nectar apple juice and you're golden.",4,4,"The review is positive, noting cleanliness and speedy service, with a personal recommendation for a specific dish. This indicates a very good experience, aligning with a 4-star rating."
YOxdPCAFcIQeeKgCNUcshA,"Great place to see a show.  Prices are the best around, and it's never too crowded.",4,4,"The review is positive about the venue for shows, highlighting good prices and a pleasant atmosphere, suggesting a very good experience, thus a 4-star rating."
CgI-GEs5nh7l76XznJC3Ig,Usually stop here for breakfast and mimosas. Agreed the service is not always the greatest but who expects 5star service at a breakfast/lunch cafe. I say have a mimosa and chill out. They also have a fun drink/beer list. Or fresh squeezed OJ that is worth the trip. The food is bought locally and prepared fresh so the wait is worth the quality. I usually do the omelettes... mushroom garlic. I can't refuse that mushroom sauce!! I have had their huge a#$ burgers and a couple of their sandwiches. The Loki and the vegetarian stand out. What ever you try I don't think you will be disappointed.,4,3,"The review acknowledges some service issues but balances it with positive comments about the food and atmosphere. This indicates an acceptable experience, fitting a 3-star rating."
O67YJygNyzYQGUqATIG_ew,"Nice clean airport with lots of places to shop and lots of food options.  Terminal 4 is nice.

Two things:  

1.  The marathon walk from the Southwest ticket counter to the D gates...good God, they need a tram or moving walkway.

2.  The Security bag screening machines are old and tiny; my bag got stuck; it's NEVER been a problem at any other airport I've been through (SMF, LAS, SNA, ONT, SAN, BUR, SEA, LAX...)

Oh, and if you rent a car, be sure to allow extra time because the shuttle ride to/from the airport itself is at least 10 minutes.  But it's a nice rental car area...",4,3,"The review describes a generally positive experience with clean facilities and good food options, but it also highlights significant issues like long walks and outdated security machines. This balance"
A-drtNIHmzknlD825OhCdQ,"While doing a bicycle ride to the Orange Table, I pointed to a friend that LuLus Cupcakes was accessbile from our bike path. She immediately exclaimed- ""we are SO there tomorrow!""

Today, I get a phone call at 4pm, saying she is picking me up to go get those damn cupcakes. She was serious! Since I had off and she got off early, we were able to visit the holy mecca of cupcake land. She picked me up in what may be one of the most ridiculous blue convertables known to man and we zoomed up to Scottsdale, blasting bad hip hop, psyched about individual iced cakes!

Upon arrival, the space was sparse and very IKEA-ish. Pinks and lime greens dominate the palate. To the right of the counter was t-shirts, rubber duckies and other merch. They do have a brown with orange stripes guy shirt...in XL. I guess big men love cupcakes!

But the real star are the cupcakes themselves...lovingly displayed under glass domes. Carrot cakes, german chocolate cake, mocha chocolate cake, blonde (vanilla on vanilla",4,4,"The review conveys excitement and enjoyment about the cupcake experience, with a fun atmosphere and positive anticipation. However, it lacks a detailed critique of the product, which keeps it from a 5"
EqW0Vvu8B8LaIXJQduQeSw,"The Harkins Camelview 5 gives Arizonans the unique opportunity to see movies that are normally reserved for screens in NY and CA. Without this theater there would be very little chance to see independent or foreign films in Phoenix. I give a lot of credit to Dan Harkins for keeping this theater open. He certainly can't  make much money at this location. It's financially  impractical to keep such a small theater operating on such prime real estate. This just shows Dan Harkin's commitment to sharing great films with the people of AZ. 

Thanks Dan!",5,5,"The review praises the theater for its unique offerings and the owner's commitment to providing independent films, indicating a strong appreciation and satisfaction with the experience."
julrXc7fBvyCa0Z8xJKkRg,"El Taco de Chandler exceeded my expectations.  I've driven past it almost every day for a year.  My curiosity finally got to me, so my boyfriend and I went in to try the food.  We waited quite a few minutes (easily 10 to 15) for our order, which is a good sign for fresh preparations.  The joint is hooked up with a juke box, pool table, dining area with tables and chairs, and two benches near the register, for those waiting to take their food home.  There were special desserts in a glass display cabinet, including coconut clusters and sweets I've seen in Mexico.  The assortment of beverages is outstanding, offering both Coke and Pepsi products, juices, CapriSun, horchata, beer, and Sunny Delight!  The menu is about par for Mexican restaurants in the Phoenix area, in terms of content and price.  I got a fish taco, which was outstanding!  No cheap tartar sauce here!  I also got a cheese quesadilla, which came garnished with lettuce and tomato slices.  The quesadilla was warm and fresh, on",4,4,"The review expresses a very positive experience with the food and atmosphere, noting some minor wait times but overall satisfaction, which aligns well with a 4-star rating."
lMUkpUjdv5xoEQ4Sr6DN5Q,"Drunk people go here. Service is good depending who you get. The Burger according to one Arik B can not taste his burger. When ask the server, how come my friend Arik b can't taste his burger? Why?

You had to be there to laugh. What a fun night!!!!

Don't order the pancakes, they are not very good. The chicken strips were a-ok.",3,2,"The review mentions both good and bad aspects, with a focus on the negative experience of the food and the chaotic atmosphere, leading to a below-average rating."
-hqEQUxefQSjHMcMpqIHHg,"I finally went here, after reading the reviews and pouting about how busy I was with work and how it is hard to find someone to be my Designated Driver, since Arizona is way more strict than NJ when it comes to people drinking and driving.  

So, I finally arrived at Casey Moore's last night and was impressed.  This is an upgraded Irish pub/bar with a great beer selection, yummy yummy yummy crab cakes, and a cozy atmosphere.  

It was Thursday night in which they have a special on Kiltlifter (sp?) and I was pretty excited.  The music was not that good.  I wish that they would have a DJ there on busy THursday nights.  That would really enhance the atmosphere and probably their people traffic as well.

I vote for a DJ on Thursday nights, heck, I have amazing music, I could just be the DJ.

I will be back very soon to try their oysters and some of the other seafood dishes and of course more beer on tap.

Seriously, you need a DJ on Thursday nights.",4,4,"The review highlights a positive experience with good food and atmosphere, but suggests improvements like a DJ, which indicates it was very good but not perfect."
raaH2O1gL1H712CjHv_lwQ,"Not the newest or the nicest but, everything you need and usually no wait for machines. The staff is super nice and there are magazines to read while your there. If they could just turn up the AC a little bit and put ESPN on more than two of the TVs.",3,3,"The review is neutral, mentioning decent facilities and staff but also pointing out areas for improvement, leading to an average rating."
j4dTZw7rtCNqsqCS61wvsg,"wouldnt you agree that a key part of enjoying the dining experience in part depends upon the company you are dining with?!  having said that, the times i have dined at abuelos have been with my fellow co-workers, all female, and yes, we all get along!  needless to say, we had totally fun & memorable experiences, filled with great conversations, great food and good prices.  their corn chips are fresh and lite, their salsa comes in different levels of heat.  i usually request the hot salsa.  i'm partial to their chicken enchilada.  portions are just right, one is plenty for me, usually served with rice.  in all fairness, believe i need to sample other dishes, before i could rate it any higher.  found another great restaurant in chandler, az!  top3 reasons why...1- great tasting dish 2- good value  3- atmosphere (location, service, ambience)",4,-1,BATCH FAILED: Incomplete predictions
w7bdwvf-KpTxIHUaWhlw3A,"Love Belly Rubz!! At first little Oscar was timid about me dropping him off but when I came to pick him up he didn't want to quit playing! He has really bad separation anxiety and hates kennels, so it is always worrisome when we try a new groomer. He loved playing and came out looking so handsome! We will be returning to Belly Rubz this week for some more play time and grooming!",5,-1,BATCH FAILED: Incomplete predictions
MZuTe1I1u1tpb_RlGUHFng,"This place is fantastic. Great food, superior service, gorgeous decor... I had a Breakfast Casserole and a generous side of Cheesy Grits. My girlfriend had the Blue Plate Special which was a frittata. 
The Breakfast Casserole is a medley of sausage, roasted vegetables, and potatoes with cheese, topped with a poached egg. There were no overwhelmingly strong or weak flavors, and I didn't see any extra oil in the dish. It came with a side of toast. I chose the marble rye and was disappointed only to see that the butter it came with was a hard stick. The grits were definetly made with milk and butter and had some cheddar cheese sprinkled across the top. The grits were more solid than watery which was a big plus for me, as I prefer my grits closer to the drier end of the spectrum. 
After breakfast I ordered a bloody mary at the bar inside and it was spicy and delish, a really good balance of tomato to booze. I liked it a lot. What I liked the most, though, was the really good service and fr",5,-1,BATCH FAILED: Incomplete predictions
Y8GAudCnbK-05qkFzLsv0Q,"Had dinner and brunch, not on the same day...the dinner was good, although I thought the mandala masala could have used more flavor.  Brunch was great, tried 2 different tofu scrambles and both were very good.  Service is...let's say uninterested -- it's hard to be burdened with angst and chipper.",4,-1,BATCH FAILED: Incomplete predictions
X-P53WWo1I2CClf9oMqWEw,"Rolling Hills is two executive courses, and great for a quick cheap round of golf.  Totally not an out of towner destination course, but a nice little local fave of mine.  The front nine is the old course, and is a bit like mini-golfing, a fun distraction.  You even get to hear the occasional strange animal sound from the zoo hidden behind the trees along a couple holes.  The back nine is a newer build, and is way more challenging and scenic.  Either way they both give a fantastic view of the valley, and it's a great place to play a quick 9 holes after work in just over an hour

Only eaten at the clubhouse once, but both me and my bud liked our burgers, and it sits next to the 9th green, which is great for a little free entertainment.",3,-1,BATCH FAILED: Incomplete predictions
ptaV9AQw_78TlKIohuwe1w,"I had my first meal at Miele's last night, and was pleasantly surprised.  I purchased a Groupon to the restaurant a month or so ago, and am glad that I did because otherwise may not have noticed this cute place amongst it's neighbors in the strip mall.

We started with the brochette, and spent the next 10 minutes raving about how amazing it was.  The tomatoes were crisp and fresh, the chopped garlic was very complimentary, and the oil had a fantastic flavor.  Definitely a good choice.  For dinner I had the spaghetti and meatballs and my boy had the chicken toscana.  Both had a very authentic Italian flavor that accompanies food made with care.  The meatballs were everything I was craving...a little spicy and filled with flavor.  My portion left enough for leftovers, but Brent ate his entire meal.  We both left with a full belly and intentions to return again soon.

I have no complaints about the food (delicious!), but docked the restaurant a star for two reasons:

1. The lights are way",4,-1,BATCH FAILED: Incomplete predictions
YKXgZI-ghJBCbJPhs0kZmA,"Sure it's walking distance from my house - so I was hoping I would have a new place for my morning tea.   After finally re-opening after the fire on 16th and Bethany Home, I was excited to check out Luci's.

The design of the the place is fantastic simple, sexy, a little modern and throw in some retro corner grocery feel.  I was greeted with fun, friendly service, and then left with a great pastry and a tasty ice tea for the road.  

They seem to still be working out some kinks since the re-open, but I see it only getting better.  In fact I just got myself excited.  I think I am going to head over there now for my morning snack.",4,-1,BATCH FAILED: Incomplete predictions
xCEvHEszA3-CmFqtHacVQg,"Take your money elsewhere, unless you've got kids.  I really try to like this place.  A family member signed me up for the discount card, so I've been going more often, but I just don't love it.  It's simply ok, but the prices are outrageous.  And the sounds and animatronics are a huge distraction from the so-so food.  The cocktails are alright, but, again, the price is not right.  The ony thing fun about the place for an adult is the gift shop and the light-up cocktail glasses (which cost extra.)  I've seen a lot of happy families in here though, so I bet it's better if you have little ones to bring along.",1,-1,BATCH FAILED: Incomplete predictions
Fx5ZAY_yC-hqcQH0zH1RiA,"Yum yum yum! Mexican food has to me my favorite type of food and Arriba is for sure at the top of my list for Mexican restaurants! This is a New Mexican style restaurant with lots of hatch green chilies in their dishes. You can also buy them fresh from here by the pound during the month of August. 

I have eaten here probably 30+ times and they are always consistent. The chips are always fresh and warm  they serve two different salsas as well as bean dip. All three are the bomb! My favorite item on the menu is the whitesands chimichanga. Do not order this though if you can't handle spicy stuff. but if you are like me, the spicier the better, then go with this! 

Everyday they have good lunch specials. I like to go on Thurs because they have chimis for $1.99. For an extra dollar they will smother it with the white sands sauce. What a deal! And on Sunday they have kids day with a clown that makes animal balloons. And best of all, kids eat free! 

And if your a beer drinker they have a mi",5,-1,BATCH FAILED: Incomplete predictions
j7GSeG7W4Dl-sdzJbjBUXA,"I was here not too long ago.  The place is cute and when you look at the menu, you can't help but be get excited to go there the first time.  But its one of those places that after trying it the first time, you never have the same excitement to eat there and when debating where to have dinner on a given night in the area, Main Ingredient always comes up as your third choice in case the your first two preferences are either closed or packed.  

Meal:  We both had sandwiches and a side of the mac and cheese.  I can't remember what local beers we had, but they were excellent.  They have a terrific beer selection.

Taste:  There were many, many delicious choices on the menu and sadly, the food is not as appealing as billed on the menu.  Its still good, but it doesn't live up to the hype.  7 out of 10.

Value: I thought the prices and potions were very and reasonable, but the real value is in their happy hour specials. 4 out of 5.

Service/Cleanliness:  Our server was very attentive, silly ",4,-1,BATCH FAILED: Incomplete predictions
2VTwjhOX3UUvgOGbxe4xfA,I went here again when I got back to Phoenix after being gone for six months. This is one of my mom's favorite places to eat and I can understand why. The ravioli and the miso soup are so delicious! The wine was ok and I would recommend one of their elixirs over an alcohol beverage. Still a pretty delicious place to go in Phoenix.,4,-1,BATCH FAILED: Incomplete predictions
OzOK548AuHvx7lh_WhMBvA,This place isn't all that but there food is OK.  There are better Chinese options for the price (try Chinese Cultural Center restaurants).  The restaurant itself is well furnished and clean but I can't get over the fact that people rave about this place.,3,-1,BATCH FAILED: Incomplete predictions
XEIc9OjhrtDvKTMj0E0Giw,"So freaking good.  The drinks are great too.  Ask for ""the icon"" not on menu, but very good!

Love everything I had there!  Service is great and food is absolutely delicious!  Wish I lived closer!",5,-1,BATCH FAILED: Incomplete predictions
clOq6ZQZ86cEVB8NehwEFA,Another excellent find in Scottsdale.  The service is wonderful and the food is extremely flavorful with good size portions.  The sea scallops and herb chicken are highly recommended.,5,-1,BATCH FAILED: Incomplete predictions
X6DYb34KHjiLdwGy4r74RA,"I do enjoy this coffee shop, though admittedly it has largely subscribed to bohemian bloodletting since emerging from the former Willo House. They still present photographs, paintings, sculptures and more throughout the cafe, most, if not all, for sale. The clientele has changed, as has the interior. Regardless, it's still a nice place for coffee. For those who haven't been, it's set in an old house on the southeast corner of 3rd Avenue and McDowell. Personally, one of my favorite activities is to start here for coffee and take a walking tour in the area. It's one of the few neighborhoods in Phoenix with historic homes from the 1920s, which seem to be untouched by the authoritarian overlords of homeowner's associations so popular in suburbs. I could be wrong, as I don't live in the area. But, to stay on topic, the menu is a bit pricey but Hob Nob's has retained the Willo House's cozy, neighborly feel, though yes, over a few short years it transitioned from hippie to yuppie.",4,3,"The review expresses a generally positive sentiment about the coffee shop, highlighting its cozy atmosphere and artistic vibe, but it also mentions some changes that may not appeal to everyone. This,,"
2aKJbAw_cjl8WKhSyh5MqA,"Thai Basil is just delicious! I love Thai food but i try not t drag the bf along too much since he has not yet found a Thai place that has a dish he really loves but that changes since bringing him here ! WHOOP WHOOP!   Really good and quick service for either eating in or taking to go ( we have done both). He is in love right now with their chow mein and i as always am a big fan of Pad Thai.  their pad Thai is not as spicy as other places i have been which is ok considering i can spice it up myself if necessary. only downfall for me is i am not a fan t all of their sweet and sour pork which is a big deal for me, since next to Pad Thai that is definitely a second.  

Their chicken sa tay and spring rolls are really good as well!

Cheap!",4,4,"The review is enthusiastic about the food and service at Thai Basil, indicating a strong positive experience with only a minor complaint about one dish. This aligns with a 4-star rating as it reflects"
KUvoaiERjw4fqnDuSMzo4w,"My sis recommend this place for our weekly dinner. We shared on of the large appetizer platters (hummus, baba ganoush, tabouli and dolmades and two pitas). Very good and perfect for a light dinner. I would have to say the best thing was the fresh lemonade...wow! If you like tart you'll love this. 

I thought overall the service was great. Not only was our waitress extremely attentive but the manager stopped by to make sure we were enjoying our food

I give The Flaming Kabob 3 stars!",3,3,"The review describes a satisfactory experience with good food and attentive service, but it lacks strong enthusiasm or standout elements that would elevate it to a higher rating. Thus, it fits a 3"
g1Mp7ozhu4HwZDYanxUZCQ,"Never been in - but I get pizza delivered from them now and then. I am a New Yorker and to call me a pizza snob probably doesn't go far enough.

The crust is crispy, thin, and foldable, the outside edges, crispy and bubbly. Great mozzarella. I have never been disappointed by a topping. A little greasy, as it should be; it reminds me of NY pizza, and that's a big compliment coming from me.

We don't have a Ray's in Central Phoenix... but we do have Mamma Mia's. 

Yo! Tony! You make a good pizza.",4,4,"The review praises the pizza highly, comparing it favorably to New York pizza, which indicates a strong positive experience. The minor mention of grease does not detract significantly from the overall"
__esH_kgJZeS8k3i6HaG7Q,"I am not usually a fan of botanical gardens. They seem too precious, too ""perfect"" to be of much interest. And, let's face it, flowers and plants are beautiful things, but when you pay to look at them in neat rows, something is lost.

That said, Desert Botanical Gardens is an exception to this garden cynic. Many of these cacti look like they are from another planet, like something you would see in a sci-fi film and say, ""wow, it's too bad those crazy plants don't exist."" They sprawl out on the ground, weaving and turning every which way, or compose huge bizarre formations high off the ground. I never knew such bizarre life forms existed, or that some cacti look like trees.

The gardens are full of windy paths where one is also likely to find a family of quail, lizards, or a jackrabbit or two. Various species of bird can be seen here as well, especially at dusk. I especially love watching the birds fly in and out of nests they've made in the upper arms of cacti.

This place never grows ",5,4,"The review reflects a surprisingly positive experience at the botanical gardens, highlighting unique features and a sense of wonder. This indicates a very good experience with minor reservations, just"
Y7clMC7cgKDpH1tHY3mgLA,"Thanks fellow yelpers for brining us to Four Peaks!  My husband and I were stuck in Phoenix for the night and needed a place for dinner.  Ironically we ended up at Four Peaks (a Vikings bar) on our way back home to Minnesota.  

My husband loves beer (brews a ton of his own) and especially enjoyed the beer sampler. Trying 10 beers for around $9, yes please!  I don't really love beer so I had a cider and it was exactly what I needed.  For dinner I had the turkey burger with fries.  The turkey burger was standard but the fries were awesome.  I think it was the beer batter.  My husband go the carne adovada and he raved.  I think he may try to convince me to fly back to Phoenix just for that dish!

The atmosphere was also great.  It was very laid back and fun to be able to sit amongst the beer being made.  

I highly recommend Four Peaks whether you are a Phoenix native or otherwise!",5,5,"The review conveys an exceptional experience at Four Peaks, with high praise for the food, atmosphere, and value. The enthusiasm and recommendation indicate that it exceeded expectations, warranting a"
ZMHfSBf4lLJCsGxQY8RYlQ,"We went over for dinner- had the spring rolls, chicken curry, and lemongrass chicken. The spring rolls and lemongrass chicken were about a 3 star, but the chicken curry was really good and made up for the others. We also had the coconut water, which was fresh. Prices were reasonable we paid around $30.",4,3,"The review provides a mixed experience, with some dishes rated lower but one dish being particularly good. This balance of satisfaction and mediocrity aligns with a 3-star rating."
byzY0lh3-U78C9TimskISg,"I've been here a few times now and I would say it is decent, slightly overpriced Mexican food. Their regular dishes are just OK. I have had their tacos and enchiladas and prefer Arriba's (right next door) or Carlos O'briens, just down the street. There is even some mom and pop place by my apartments that equates to the quality and taste. 

What I like about Los Olivos is their Nachos. OMG this thing is huge. Imagine a large pizza in your head and then replace that image with the same size plate of nachos. I am not even kidding. Four or more people could munch on this. They do it exactly how I like it too, lots of cheese, tomatoes, jalapenos, sour cream, and guacamole. YUM 

That is what has been keeping me coming back, but after the other night I feel I am sure to find somewhere whose nachos make me just as happy. 

Every time I have been here, it has been dead. And last time I came at prime dinner time. Then why is the service so awful? This kid kept coming up to our table and trying ",2,3,"The review describes the food as decent but overpriced, with some positive notes about the nachos. However, the mention of poor service and a lack of excitement leads to an average rating."
